起点,终点,ori_x,ori_y,end_x,end_y,ridership
西航港街道,抚琴街道,103.99821178612025,30.550442024674123,104.04374900767523,30.689325320109745,1
西航港街道,春熙路街道,103.99821178612025,30.550442024674123,104.07704974759851,30.661839708658544,1
西航港街道,汪家拐街道,103.99821178612025,30.550442024674123,104.05254456486169,30.657723310613694,1
西航港街道,沙河源街道,103.99821178612025,30.550442024674123,104.0505271566029,30.73442628180356,2
西航港街道,督院街街道,103.99821178612025,30.550442024674123,104.0670843716,30.652113933324678,1
跳伞塔街道,东坡街道,104.08192656084438,30.633251754590415,103.99579685281346,30.668022211089752,1
跳伞塔街道,九里堤街道,104.08192656084438,30.633251754590415,104.04274989758682,30.71336015274653,1
跳伞塔街道,书院街街道,104.08192656084438,30.633251754590415,104.0863687508597,30.6639549159326,4
跳伞塔街道,五块石街道,104.08192656084438,30.633251754590415,104.059651892411,30.710886652968526,1
跳伞塔街道,人民北路街,104.08192656084438,30.633251754590415,104.06130032345499,30.683927523404815,1
跳伞塔街道,双水碾街道,104.08192656084438,30.633251754590415,104.07961944282927,30.707143301075934,2
跳伞塔街道,合作镇,104.08192656084438,30.633251754590415,103.91873941177616,30.755559267471707,1
跳伞塔街道,太升路街道,104.08192656084438,30.633251754590415,104.07755155641463,30.670156189942755,2
跳伞塔街道,安靖镇,104.08192656084438,30.633251754590415,104.01232404827407,30.770868297959915,1
跳伞塔街道,少城街道,104.08192656084438,30.633251754590415,104.0526301486993,30.668690512829034,1
跳伞塔街道,府南街道,104.08192656084438,30.633251754590415,104.02038254346557,30.678026221105164,1
跳伞塔街道,府青路街道,104.08192656084438,30.633251754590415,104.10035267124348,30.692293927826466,1
跳伞塔街道,建设路街道,104.08192656084438,30.633251754590415,104.10697562483489,30.67462887318019,2
跳伞塔街道,抚琴街道,104.08192656084438,30.633251754590415,104.04374900767523,30.689325320109745,3
跳伞塔街道,新华西路街,104.08192656084438,30.633251754590415,104.0608881713822,30.678169811235552,3
跳伞塔街道,春熙路街道,104.08192656084438,30.633251754590415,104.07704974759851,30.661839708658544,2
跳伞塔街道,桃蹊路街道,104.08192656084438,30.633251754590415,104.10824686426022,30.685481416810507,1
跳伞塔街道,汪家拐街道,104.08192656084438,30.633251754590415,104.05254456486169,30.657723310613694,1
跳伞塔街道,沙河源街道,104.08192656084438,30.633251754590415,104.0505271566029,30.73442628180356,1
跳伞塔街道,犀浦镇,104.08192656084438,30.633251754590415,103.96853991910166,30.757672802984413,2
跳伞塔街道,红牌楼街道,104.08192656084438,30.633251754590415,104.02203328144594,30.640139795259877,1
跳伞塔街道,苏坡街道,104.08192656084438,30.633251754590415,103.97726807521968,30.682368433064255,3
跳伞塔街道,草堂路街道,104.08192656084438,30.633251754590415,104.03369711876734,30.661678069224696,1
跳伞塔街道,荷花池街道,104.08192656084438,30.633251754590415,104.06914504518326,30.692033790146894,4
跳伞塔街道,莲新街道,104.08192656084438,30.633251754590415,104.09597856368342,30.640873730770085,1
跳伞塔街道,跳蹬河街道,104.08192656084438,30.633251754590415,104.12276490519686,30.669026680129928,4
跳伞塔街道,金沙街道,104.08192656084438,30.633251754590415,104.0011151001596,30.68407974451423,2
跳伞塔街道,青龙街道,104.08192656084438,30.633251754590415,104.12065709938953,30.720884772946164,2
跳伞塔街道,驷马桥街道,104.08192656084438,30.633251754590415,104.08421894300206,30.68468469689687,3
跳伞塔街道,黄忠街道,104.08192656084438,30.633251754590415,104.0112544835979,30.691171145339652,1
跳伞塔街道,龙潭街道,104.08192656084438,30.633251754590415,104.17777027590506,30.70354757273816,1
跳蹬河街道,万年场街道,104.12276490519686,30.669026680129928,104.12474778803707,30.65330128909081,2
跳蹬河街道,三圣街道,104.12276490519686,30.669026680129928,104.137199203032,30.57667039363897,2
跳蹬河街道,书院街街道,104.12276490519686,30.669026680129928,104.0863687508597,30.6639549159326,1
跳蹬河街道,五块石街道,104.12276490519686,30.669026680129928,104.059651892411,30.710886652968526,3
跳蹬河街道,保和街道,104.12276490519686,30.669026680129928,104.14239485744424,30.636686225565303,1
跳蹬河街道,双桥子街道,104.12276490519686,30.669026680129928,104.10279938168559,30.652797482326527,1
跳蹬河街道,双水碾街道,104.12276490519686,30.669026680129928,104.07961944282927,30.707143301075934,2
跳蹬河街道,大面街道,104.12276490519686,30.669026680129928,104.19323382722281,30.58864872364036,2
跳蹬河街道,府南街道,104.12276490519686,30.669026680129928,104.02038254346557,30.678026221105164,2
跳蹬河街道,府青路街道,104.12276490519686,30.669026680129928,104.10035267124348,30.692293927826466,2
跳蹬河街道,新鸿路街道,104.12276490519686,30.669026680129928,104.10631147787416,30.66166955600947,1
跳蹬河街道,督院街街道,104.12276490519686,30.669026680129928,104.0670843716,30.652113933324678,2
跳蹬河街道,石羊场街道,104.12276490519686,30.669026680129928,104.04207224362806,30.589080269961133,1
跳蹬河街道,红牌楼街道,104.12276490519686,30.669026680129928,104.02203328144594,30.640139795259877,1
跳蹬河街道,芳草街街道,104.12276490519686,30.669026680129928,104.0483788039623,30.62229041590972,1
跳蹬河街道,茶店子街道,104.12276490519686,30.669026680129928,104.02024153112227,30.697019974934264,2
跳蹬河街道,西华街道,104.12276490519686,30.669026680129928,104.01528703902667,30.73186695271798,1
跳蹬河街道,西安路街道,104.12276490519686,30.669026680129928,104.03973997587613,30.67520176315635,1
跳蹬河街道,跳伞塔街道,104.12276490519686,30.669026680129928,104.08192656084438,30.633251754590415,1
跳蹬河街道,青龙街道,104.12276490519686,30.669026680129928,104.12065709938953,30.720884772946164,2
跳蹬河街道,驷马桥街道,104.12276490519686,30.669026680129928,104.08421894300206,30.68468469689687,1
跳蹬河街道,龙舟路街道,104.12276490519686,30.669026680129928,104.09151993274105,30.629750369537213,1
金沙街道,双桂路街道,104.0011151001596,30.68407974451423,104.1077341648849,30.634997762418855,1
金沙街道,合江亭街道,104.0011151001596,30.68407974451423,104.07926888803063,30.65222415771668,1
金沙街道,大丰街道,104.0011151001596,30.68407974451423,104.05669390099663,30.76685804349305,1
金沙街道,太升路街道,104.0011151001596,30.68407974451423,104.07755155641463,30.670156189942755,1
金沙街道,抚琴街道,104.0011151001596,30.68407974451423,104.04374900767523,30.689325320109745,2
金沙街道,望江路街道,104.0011151001596,30.68407974451423,104.07168516212226,30.635064980004078,1
金沙街道,桃蹊路街道,104.0011151001596,30.68407974451423,104.10824686426022,30.685481416810507,1
金沙街道,水井坊街道,104.0011151001596,30.68407974451423,104.08694280849765,30.649077025663395,1
金沙街道,猛追湾街道,104.0011151001596,30.68407974451423,104.09338649423138,30.664809688800787,1
金沙街道,玉林街道,104.0011151001596,30.68407974451423,104.06161167724152,30.637337386133247,1
金沙街道,簇锦街道,104.0011151001596,30.68407974451423,103.99667070930668,30.62627087854145,1
金沙街道,草堂路街道,104.0011151001596,30.68407974451423,104.03369711876734,30.661678069224696,1
金沙街道,青龙街道,104.0011151001596,30.68407974451423,104.12065709938953,30.720884772946164,1
金沙街道,驷马桥街道,104.0011151001596,30.68407974451423,104.08421894300206,30.68468469689687,1
金泉街道,九里堤街道,103.9876260259853,30.716361170590606,104.04274989758682,30.71336015274653,1
金泉街道,合江亭街道,103.9876260259853,30.716361170590606,104.07926888803063,30.65222415771668,1
金泉街道,大丰街道,103.9876260259853,30.716361170590606,104.05669390099663,30.76685804349305,1
金泉街道,太升路街道,103.9876260259853,30.716361170590606,104.07755155641463,30.670156189942755,1
金泉街道,建设路街道,103.9876260259853,30.716361170590606,104.10697562483489,30.67462887318019,1
金泉街道,抚琴街道,103.9876260259853,30.716361170590606,104.04374900767523,30.689325320109745,1
金泉街道,桃蹊路街道,103.9876260259853,30.716361170590606,104.10824686426022,30.685481416810507,1
金泉街道,沙河源街道,103.9876260259853,30.716361170590606,104.0505271566029,30.73442628180356,1
金泉街道,荷花池街道,103.9876260259853,30.716361170590606,104.06914504518326,30.692033790146894,1
金泉街道,莲新街道,103.9876260259853,30.716361170590606,104.09597856368342,30.640873730770085,1
金泉街道,西安路街道,103.9876260259853,30.716361170590606,104.03973997587613,30.67520176315635,1
金泉街道,西御河街道,103.9876260259853,30.716361170590606,104.06362875164112,30.66598225344833,1
金泉街道,青龙街道,103.9876260259853,30.716361170590606,104.12065709938953,30.720884772946164,2
金花桥街道,三河街道,103.96453240063263,30.631495250898393,104.15149724634394,30.76956322359214,1
金花桥街道,抚琴街道,103.96453240063263,30.631495250898393,104.04374900767523,30.689325320109745,1
金花桥街道,猛追湾街道,103.96453240063263,30.631495250898393,104.09338649423138,30.664809688800787,1
青龙街道,三圣街道,104.12065709938953,30.720884772946164,104.137199203032,30.57667039363897,1
青龙街道,东光街道,104.12065709938953,30.720884772946164,104.0937010533027,30.61922927889487,1
青龙街道,九江镇,104.12065709938953,30.720884772946164,103.91659511621486,30.637162309586465,2
青龙街道,九里堤街道,104.12065709938953,30.720884772946164,104.04274989758682,30.71336015274653,2
青龙街道,书院街街道,104.12065709938953,30.720884772946164,104.0863687508597,30.6639549159326,1
青龙街道,五块石街道,104.12065709938953,30.720884772946164,104.059651892411,30.710886652968526,1
青龙街道,人民北路街,104.12065709938953,30.720884772946164,104.06130032345499,30.683927523404815,2
青龙街道,保和街道,104.12065709938953,30.720884772946164,104.14239485744424,30.636686225565303,2
青龙街道,凤凰山街道,104.12065709938953,30.720884772946164,104.08164895300247,30.732693074957094,1
青龙街道,双桂路街道,104.12065709938953,30.720884772946164,104.1077341648849,30.634997762418855,1
青龙街道,双水碾街道,104.12065709938953,30.720884772946164,104.07961944282927,30.707143301075934,3
青龙街道,大丰街道,104.12065709938953,30.720884772946164,104.05669390099663,30.76685804349305,3
青龙街道,大面街道,104.12065709938953,30.720884772946164,104.19323382722281,30.58864872364036,1
青龙街道,太升路街道,104.12065709938953,30.720884772946164,104.07755155641463,30.670156189942755,1
青龙街道,府青路街道,104.12065709938953,30.720884772946164,104.10035267124348,30.692293927826466,3
青龙街道,建设路街道,104.12065709938953,30.720884772946164,104.10697562483489,30.67462887318019,1
青龙街道,成龙路街道,104.12065709938953,30.720884772946164,104.11969414238894,30.603082785529196,1
青龙街道,抚琴街道,104.12065709938953,30.720884772946164,104.04374900767523,30.689325320109745,1
青龙街道,新华西路街,104.12065709938953,30.720884772946164,104.0608881713822,30.678169811235552,3
青龙街道,桃蹊路街道,104.12065709938953,30.720884772946164,104.10824686426022,30.685481416810507,4
青龙街道,浆洗街街道,104.12065709938953,30.720884772946164,104.04667045680115,30.645641812828632,1
青龙街道,火车南站街,104.12065709938953,30.720884772946164,104.06993711836556,30.616572558251345,1
青龙街道,犀浦镇,104.12065709938953,30.720884772946164,103.96853991910166,30.757672802984413,1
青龙街道,盐市口街道,104.12065709938953,30.720884772946164,104.06854394913813,30.658999094459663,1
青龙街道,簇锦街道,104.12065709938953,30.720884772946164,103.99667070930668,30.62627087854145,1
青龙街道,红牌楼街道,104.12065709938953,30.720884772946164,104.02203328144594,30.640139795259877,3
青龙街道,芳草街街道,104.12065709938953,30.720884772946164,104.0483788039623,30.62229041590972,1
青龙街道,茶店子街道,104.12065709938953,30.720884772946164,104.02024153112227,30.697019974934264,2
青龙街道,荷花池街道,104.12065709938953,30.720884772946164,104.06914504518326,30.692033790146894,1
青龙街道,营门口街道,104.12065709938953,30.720884772946164,104.03269016216231,30.70351417259711,2
青龙街道,西御河街道,104.12065709938953,30.720884772946164,104.06362875164112,30.66598225344833,1
青龙街道,跳伞塔街道,104.12065709938953,30.720884772946164,104.08192656084438,30.633251754590415,3
青龙街道,跳蹬河街道,104.12065709938953,30.720884772946164,104.12276490519686,30.669026680129928,2
青龙街道,驷马桥街道,104.12065709938953,30.720884772946164,104.08421894300206,30.68468469689687,2
青龙街道,龙潭街道,104.12065709938953,30.720884772946164,104.17777027590506,30.70354757273816,1
驷马桥街道,万年场街道,104.08421894300206,30.68468469689687,104.12474778803707,30.65330128909081,1
驷马桥街道,东升街道,104.08421894300206,30.68468469689687,103.93014169911959,30.578649488084718,1
驷马桥街道,中和街道,104.08421894300206,30.68468469689687,104.09922995248743,30.551815785241057,1
驷马桥街道,书院街街道,104.08421894300206,30.68468469689687,104.0863687508597,30.6639549159326,2
驷马桥街道,人民北路街,104.08421894300206,30.68468469689687,104.06130032345499,30.683927523404815,1
驷马桥街道,保和街道,104.08421894300206,30.68468469689687,104.14239485744424,30.636686225565303,1
驷马桥街道,十陵街道,104.08421894300206,30.68468469689687,104.18289534181507,30.648516042388525,1
驷马桥街道,华兴街道,104.08421894300206,30.68468469689687,104.01101842805666,30.602368166080563,1
驷马桥街道,双水碾街道,104.08421894300206,30.68468469689687,104.07961944282927,30.707143301075934,1
驷马桥街道,圣灯街道,104.08421894300206,30.68468469689687,104.14542488329225,30.680478343745712,2
驷马桥街道,太升路街道,104.08421894300206,30.68468469689687,104.07755155641463,30.670156189942755,2
驷马桥街道,建设路街道,104.08421894300206,30.68468469689687,104.10697562483489,30.67462887318019,1
驷马桥街道,成龙路街道,104.08421894300206,30.68468469689687,104.11969414238894,30.603082785529196,1
驷马桥街道,抚琴街道,104.08421894300206,30.68468469689687,104.04374900767523,30.689325320109745,1
驷马桥街道,新鸿路街道,104.08421894300206,30.68468469689687,104.10631147787416,30.66166955600947,1
驷马桥街道,望江路街道,104.08421894300206,30.68468469689687,104.07168516212226,30.635064980004078,2
驷马桥街道,桃蹊路街道,104.08421894300206,30.68468469689687,104.10824686426022,30.685481416810507,3
驷马桥街道,汪家拐街道,104.08421894300206,30.68468469689687,104.05254456486169,30.657723310613694,1
驷马桥街道,沙河源街道,104.08421894300206,30.68468469689687,104.0505271566029,30.73442628180356,2
驷马桥街道,火车南站街,104.08421894300206,30.68468469689687,104.06993711836556,30.616572558251345,1
驷马桥街道,犀浦镇,104.08421894300206,30.68468469689687,103.96853991910166,30.757672802984413,1
驷马桥街道,玉林街道,104.08421894300206,30.68468469689687,104.06161167724152,30.637337386133247,1
驷马桥街道,红牌楼街道,104.08421894300206,30.68468469689687,104.02203328144594,30.640139795259877,2
驷马桥街道,茶店子街道,104.08421894300206,30.68468469689687,104.02024153112227,30.697019974934264,1
驷马桥街道,草市街街道,104.08421894300206,30.68468469689687,104.07077381074879,30.67480564890668,1
驷马桥街道,荷花池街道,104.08421894300206,30.68468469689687,104.06914504518326,30.692033790146894,1
驷马桥街道,西安路街道,104.08421894300206,30.68468469689687,104.03973997587613,30.67520176315635,1
驷马桥街道,跳伞塔街道,104.08421894300206,30.68468469689687,104.08192656084438,30.633251754590415,1
驷马桥街道,跳蹬河街道,104.08421894300206,30.68468469689687,104.12276490519686,30.669026680129928,3
驷马桥街道,金泉街道,104.08421894300206,30.68468469689687,103.9876260259853,30.716361170590606,1
驷马桥街道,青龙街道,104.08421894300206,30.68468469689687,104.12065709938953,30.720884772946164,2
黄忠街道,九里堤街道,104.0112544835979,30.691171145339652,104.04274989758682,30.71336015274653,1
黄忠街道,合江亭街道,104.0112544835979,30.691171145339652,104.07926888803063,30.65222415771668,1
黄忠街道,抚琴街道,104.0112544835979,30.691171145339652,104.04374900767523,30.689325320109745,1
黄忠街道,新华西路街,104.0112544835979,30.691171145339652,104.0608881713822,30.678169811235552,1
黄忠街道,桃蹊路街道,104.0112544835979,30.691171145339652,104.10824686426022,30.685481416810507,2
黄忠街道,汪家拐街道,104.0112544835979,30.691171145339652,104.05254456486169,30.657723310613694,1
黄忠街道,盐市口街道,104.0112544835979,30.691171145339652,104.06854394913813,30.658999094459663,1
黄田坝街道,水井坊街道,103.95765637272925,30.709128361791013,104.08694280849765,30.649077025663395,1
龙潭街道,万年场街道,104.17777027590506,30.70354757273816,104.12474778803707,30.65330128909081,1
龙潭街道,东光街道,104.17777027590506,30.70354757273816,104.0937010533027,30.61922927889487,1
龙潭街道,九里堤街道,104.17777027590506,30.70354757273816,104.04274989758682,30.71336015274653,1
龙潭街道,书院街街道,104.17777027590506,30.70354757273816,104.0863687508597,30.6639549159326,1
龙潭街道,双桥子街道,104.17777027590506,30.70354757273816,104.10279938168559,30.652797482326527,1
龙潭街道,府青路街道,104.17777027590506,30.70354757273816,104.10035267124348,30.692293927826466,2
龙潭街道,新鸿路街道,104.17777027590506,30.70354757273816,104.10631147787416,30.66166955600947,1
龙潭街道,桃蹊路街道,104.17777027590506,30.70354757273816,104.10824686426022,30.685481416810507,1
龙潭街道,苏坡街道,104.17777027590506,30.70354757273816,103.97726807521968,30.682368433064255,1
龙潭街道,跳蹬河街道,104.17777027590506,30.70354757273816,104.12276490519686,30.669026680129928,1
龙潭街道,金泉街道,104.17777027590506,30.70354757273816,103.9876260259853,30.716361170590606,1
龙舟路街道,万年场街道,104.09151993274105,30.629750369537213,104.12474778803707,30.65330128909081,1
龙舟路街道,书院街街道,104.09151993274105,30.629750369537213,104.0863687508597,30.6639549159326,1
龙舟路街道,太升路街道,104.09151993274105,30.629750369537213,104.07755155641463,30.670156189942755,2
龙舟路街道,少城街道,104.09151993274105,30.629750369537213,104.0526301486993,30.668690512829034,1
龙舟路街道,抚琴街道,104.09151993274105,30.629750369537213,104.04374900767523,30.689325320109745,1
龙舟路街道,新华西路街,104.09151993274105,30.629750369537213,104.0608881713822,30.678169811235552,1
龙舟路街道,猛追湾街道,104.09151993274105,30.629750369537213,104.09338649423138,30.664809688800787,2
龙舟路街道,荷花池街道,104.09151993274105,30.629750369537213,104.06914504518326,30.692033790146894,1
龙舟路街道,营门口街道,104.09151993274105,30.629750369537213,104.03269016216231,30.70351417259711,2
龙舟路街道,青龙街道,104.09151993274105,30.629750369537213,104.12065709938953,30.720884772946164,1
龙舟路街道,黄忠街道,104.09151993274105,30.629750369537213,104.0112544835979,30.691171145339652,1
